Area,School_Type,Total_School,Total_People,Female,Foreigners,Year
"Dortmund, kreisfreie Stadt",Fachgymnasien,9.0,1049.0,552.0,105.0,2018
"Hagen, kreisfreie Stadt",Fachgymnasien,3.0,340.0,206.0,31.0,2018
"Hamm, kreisfreie Stadt",Fachgymnasien,4.0,567.0,338.0,19.0,2018
"Herne, kreisfreie Stadt",Fachgymnasien,2.0,203.0,121.0,29.0,2018
Ennepe-Ruhr-Kreis,Fachgymnasien,2.0,363.0,193.0,45.0,2018
Hochsauerlandkreis,Fachgymnasien,6.0,761.0,483.0,37.0,2018
Märkischer Kreis,Fachgymnasien,6.0,854.0,504.0,38.0,2018
"Olpe, Kreis",Fachgymnasien,1.0,149.0,97.0,5.0,2018
"Siegen-Wittgenstein, Kreis",Fachgymnasien,3.0,452.0,233.0,16.0,2018
"Soest, Kreis",Fachgymnasien,7.0,744.0,433.0,21.0,2018
"Unna, Kreis",Fachgymnasien,5.0,594.0,264.0,20.0,2018
"Darmstadt, kreisfreie Stadt",Fachgymnasien,2.0,428.0,215.0,33.0,2018
"Frankfurt am Main, kreisfreie Stadt",Fachgymnasien,4.0,575.0,248.0,102.0,2018
"Offenbach am Main, kreisfreie Stadt",Fachgymnasien,2.0,447.0,174.0,145.0,2018
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,754.0,378.0,52.0,2018
"Bergstraße, Landkreis",Fachgymnasien,1.0,682.0,382.0,45.0,2018
"Darmstadt-Dieburg, Landkreis",Fachgymnasien,1.0,392.0,181.0,23.0,2018
"Groß-Gerau, Landkreis",Fachgymnasien,2.0,547.0,237.0,62.0,2018
Hochtaunuskreis,Fachgymnasien,4.0,574.0,287.0,38.0,2018
Main-Kinzig-Kreis,Fachgymnasien,4.0,1694.0,884.0,108.0,2018
Main-Taunus-Kreis,Fachgymnasien,1.0,487.0,211.0,31.0,2018
Odenwaldkreis,Fachgymnasien,1.0,215.0,115.0,12.0,2018
"Offenbach, Landkreis",Fachgymnasien,3.0,1031.0,582.0,105.0,2018
Wetteraukreis,Fachgymnasien,1.0,176.0,52.0,9.0,2018
"Gießen, Landkreis",Fachgymnasien,3.0,444.0,243.0,32.0,2018
Lahn-Dill-Kreis,Fachgymnasien,3.0,870.0,434.0,37.0,2018
"Limburg-Weilburg, Landkreis",Fachgymnasien,3.0,1228.0,686.0,71.0,2018
"Marburg-Biedenkopf, Landkreis",Fachgymnasien,3.0,515.0,261.0,30.0,2018
Vogelsbergkreis,Fachgymnasien,2.0,312.0,170.0,12.0,2018
"Kassel, kreisfreie Stadt",Fachgymnasien,3.0,1201.0,614.0,101.0,2018
"Fulda, Landkreis",Fachgymnasien,5.0,643.0,328.0,23.0,2018
"Hersfeld-Rotenburg, Landkreis",Fachgymnasien,1.0,223.0,106.0,7.0,2018
"Waldeck-Frankenberg, Landkreis",Fachgymnasien,1.0,279.0,147.0,15.0,2018
Werra-Meißner-Kreis,Fachgymnasien,2.0,426.0,221.0,10.0,2018
"Koblenz, kreisfreie Stadt",Fachgymnasien,3.0,1012.0,522.0,74.0,2018
"Ahrweiler, Landkreis",Fachgymnasien,1.0,192.0,67.0,7.0,2018
"Altenkirchen (Westerwald), Landkreis",Fachgymnasien,2.0,245.0,108.0,17.0,2018
"Bad Kreuznach, Landkreis",Fachgymnasien,2.0,366.0,144.0,36.0,2018
"Birkenfeld, Landkreis",Fachgymnasien,1.0,204.0,84.0,10.0,2018
"Mayen-Koblenz, Landkreis",Fachgymnasien,2.0,367.0,182.0,15.0,2018
"Neuwied, Landkreis",Fachgymnasien,2.0,460.0,255.0,32.0,2018
Rhein-Hunsrück-Kreis,Fachgymnasien,1.0,181.0,86.0,5.0,2018
Rhein-Lahn-Kreis,Fachgymnasien,1.0,286.0,115.0,8.0,2018
Westerwaldkreis,Fachgymnasien,2.0,643.0,377.0,30.0,2018
"Trier, kreisfreie Stadt",Fachgymnasien,4.0,876.0,493.0,29.0,2018
"Bernkastel-Wittlich, Landkreis",Fachgymnasien,1.0,159.0,35.0,8.0,2018
Eifelkreis Bitburg-Prüm,Fachgymnasien,1.0,126.0,114.0,4.0,2018
"Vulkaneifel, Landkreis",Fachgymnasien,1.0,116.0,16.0,5.0,2018
"Trier-Saarburg, Landkreis",Fachgymnasien,1.0,104.0,51.0,8.0,2018
"Kaiserslautern, kreisfreie Stadt",Fachgymnasien,2.0,596.0,296.0,47.0,2018
"Landau in der Pfalz, kreisfreie Stadt",Fachgymnasien,1.0,421.0,286.0,23.0,2018
"Ludwigshafen am Rhein, kreisfreie Stadt",Fachgymnasien,3.0,734.0,328.0,99.0,2018
"Mainz, kreisfreie Stadt",Fachgymnasien,3.0,900.0,426.0,112.0,2018
"Neustadt an der Weinstraße, kreisfreie Stadt",Fachgymnasien,1.0,244.0,56.0,17.0,2018
"Pirmasens, kreisfreie Stadt",Fachgymnasien,1.0,275.0,124.0,19.0,2018
"Zweibrücken, kreisfreie Stadt",Fachgymnasien,1.0,131.0,68.0,6.0,2018
Donnersbergkreis,Fachgymnasien,1.0,112.0,53.0,12.0,2018
"Germersheim, Landkreis",Fachgymnasien,1.0,101.0,51.0,3.0,2018
"Kusel, Landkreis",Fachgymnasien,1.0,117.0,55.0,7.0,2018
"Mainz-Bingen, Landkreis",Fachgymnasien,1.0,26.0,10.0,1.0,2018
"Stuttgart, Landeshauptstadt, Stadtkreis",Fachgymnasien,21.0,3473.0,1805.0,407.0,2018
"Böblingen, Landkreis",Fachgymnasien,8.0,2290.0,1308.0,119.0,2018
"Esslingen, Landkreis",Fachgymnasien,9.0,1878.0,1025.0,122.0,2018
"Göppingen, Landkreis",Fachgymnasien,6.0,1295.0,758.0,89.0,2018
"Ludwigsburg, Landkreis",Fachgymnasien,7.0,2252.0,1173.0,238.0,2018
"Rems-Murr-Kreis, Landkreis",Fachgymnasien,12.0,2303.0,1158.0,208.0,2018
"Heilbronn, Universitätsstadt, Stadtkreis",Fachgymnasien,9.0,1731.0,1069.0,168.0,2018
"Heilbronn, Landkreis",Fachgymnasien,1.0,107.0,13.0,7.0,2018
"Hohenlohekreis, Landkreis",Fachgymnasien,4.0,902.0,507.0,25.0,2018
"Schwäbisch Hall, Landkreis",Fachgymnasien,6.0,1228.0,732.0,48.0,2018
"Main-Tauber-Kreis, Landkreis",Fachgymnasien,6.0,1061.0,586.0,32.0,2018
"Heidenheim, Landkreis",Fachgymnasien,3.0,631.0,339.0,35.0,2018
"Ostalbkreis, Landkreis",Fachgymnasien,10.0,1859.0,1084.0,103.0,2018
"Baden-Baden, Stadtkreis",Fachgymnasien,3.0,408.0,221.0,22.0,2018
"Karlsruhe, Stadtkreis",Fachgymnasien,7.0,1388.0,792.0,115.0,2018
"Karlsruhe, Landkreis",Fachgymnasien,7.0,2266.0,1252.0,113.0,2018
"Rastatt, Landkreis",Fachgymnasien,5.0,1248.0,676.0,100.0,2018
"Heidelberg, Stadtkreis",Fachgymnasien,4.0,1089.0,499.0,93.0,2018
"Mannheim, Stadtkreis",Fachgymnasien,6.0,1255.0,725.0,192.0,2018
"Neckar-Odenwald-Kreis, Landkreis",Fachgymnasien,6.0,853.0,465.0,25.0,2018
"Rhein-Neckar-Kreis, Landkreis",Fachgymnasien,13.0,2825.0,1406.0,146.0,2018
"Pforzheim, Stadtkreis",Fachgymnasien,5.0,1362.0,729.0,109.0,2018
"Calw, Landkreis",Fachgymnasien,5.0,927.0,451.0,69.0,2018
"Enzkreis, Landkreis",Fachgymnasien,3.0,201.0,104.0,19.0,2018
"Freudenstadt, Landkreis",Fachgymnasien,4.0,865.0,464.0,48.0,2018
"Freiburg im Breisgau, Stadtkreis",Fachgymnasien,9.0,2491.0,1288.0,139.0,2018
"Breisgau-Hochschwarzwald, Landkreis",Fachgymnasien,4.0,734.0,362.0,29.0,2018
"Emmendingen, Landkreis",Fachgymnasien,3.0,895.0,492.0,32.0,2018
"Ortenaukreis, Landkreis",Fachgymnasien,12.0,2671.0,1594.0,119.0,2018
"Rottweil, Landkreis",Fachgymnasien,4.0,908.0,551.0,39.0,2018
"Schwarzwald-Baar-Kreis, Landkreis",Fachgymnasien,8.0,1335.0,726.0,86.0,2018
"Tuttlingen, Landkreis",Fachgymnasien,2.0,572.0,340.0,36.0,2018
"Konstanz, Landkreis",Fachgymnasien,9.0,2034.0,1066.0,131.0,2018
"Lörrach, Landkreis",Fachgymnasien,5.0,1119.0,593.0,123.0,2018
"Waldshut, Landkreis",Fachgymnasien,5.0,870.0,462.0,56.0,2018
"Reutlingen, Landkreis",Fachgymnasien,7.0,1287.0,754.0,92.0,2018
"Tübingen, Landkreis",Fachgymnasien,6.0,1407.0,736.0,71.0,2018
"Zollernalbkreis, Landkreis",Fachgymnasien,5.0,1158.0,684.0,52.0,2018
"Ulm, Stadtkreis",Fachgymnasien,5.0,2103.0,1105.0,123.0,2018
"Alb-Donau-Kreis, Landkreis",Fachgymnasien,3.0,593.0,366.0,23.0,2018
"Biberach, Landkreis",Fachgymnasien,5.0,1213.0,697.0,48.0,2018
"Bodenseekreis, Landkreis",Fachgymnasien,8.0,1877.0,1059.0,97.0,2018
"Ravensburg, Landkreis",Fachgymnasien,6.0,2672.0,1438.0,89.0,2018
"Sigmaringen, Landkreis",Fachgymnasien,4.0,739.0,396.0,38.0,2018
"Saarbrücken, Regionalverband",Fachgymnasien,2.0,288.0,125.0,62.0,2018
"Saarbrücken, Landeshauptstadt",Fachgymnasien,1.0,211.0,106.0,55.0,2018
"Merzig-Wadern, Landkreis",Fachgymnasien,1.0,135.0,93.0,4.0,2018
"Neunkirchen, Landkreis",Fachgymnasien,1.0,159.0,109.0,16.0,2018
"Saarlouis, Landkreis",Fachgymnasien,2.0,330.0,219.0,16.0,2018
Saarpfalz-Kreis,Fachgymnasien,2.0,323.0,187.0,16.0,2018
"St. Wendel, Landkreis",Fachgymnasien,1.0,287.0,169.0,11.0,2018
Berlin,Fachgymnasien,22.0,5032.0,2410.0,446.0,2018
"Brandenburg an der Havel, kreisfreie Stadt",Fachgymnasien,1.0,239.0,132.0,2.0,2018
"Cottbus, kreisfreie Stadt",Fachgymnasien,1.0,302.0,175.0,6.0,2018
"Frankfurt (Oder), kreisfreie Stadt",Fachgymnasien,1.0,224.0,124.0,8.0,2018
"Barnim, Landkreis",Fachgymnasien,3.0,558.0,293.0,19.0,2018
"Dahme-Spreewald, Landkreis",Fachgymnasien,1.0,211.0,112.0,5.0,2018
"Havelland, Landkreis",Fachgymnasien,1.0,181.0,87.0,2.0,2018
"Märkisch-Oderland, Landkreis",Fachgymnasien,1.0,324.0,178.0,2.0,2018
"Oberhavel, Landkreis",Fachgymnasien,3.0,585.0,287.0,5.0,2018
"Oberspreewald-Lausitz, Landkreis",Fachgymnasien,1.0,148.0,82.0,2.0,2018
"Oder-Spree, Landkreis",Fachgymnasien,1.0,457.0,232.0,16.0,2018
"Ostprignitz-Ruppin, Landkreis",Fachgymnasien,1.0,194.0,112.0,2.0,2018
"Potsdam-Mittelmark, Landkreis",Fachgymnasien,1.0,208.0,109.0,6.0,2018
"Prignitz, Landkreis",Fachgymnasien,1.0,162.0,95.0,6.0,2018
"Teltow-Fläming, Landkreis",Fachgymnasien,1.0,283.0,140.0,10.0,2018
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Fachgymnasien,3.0,608.0,232.0,31.0,2018
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,434.0,224.0,20.0,2018
"Mecklenburgische Seenplatte, Landkreis",Fachgymnasien,2.0,277.0,139.0,9.0,2018
Landkreis Rostock,Fachgymnasien,1.0,117.0,78.0,1.0,2018
"Vorpommern-Rügen, Landkreis",Fachgymnasien,1.0,372.0,178.0,10.0,2018
Landkreis Nordwestmecklenburg,Fachgymnasien,1.0,88.0,36.0,4.0,2018
"Vorpommern-Greifswald, Landkreis",Fachgymnasien,2.0,278.0,156.0,18.0,2018
Landkreis Ludwigslust-Parchim,Fachgymnasien,1.0,134.0,61.0,9.0,2018
"Chemnitz, Stadt",Fachgymnasien,4.0,777.0,471.0,23.0,2018
Erzgebirgskreis,Fachgymnasien,3.0,753.0,427.0,5.0,2018
"Mittelsachsen, Landkreis",Fachgymnasien,1.0,268.0,123.0,2.0,2018
Vogtlandkreis,Fachgymnasien,5.0,490.0,266.0,9.0,2018
"Zwickau, Landkreis",Fachgymnasien,3.0,629.0,366.0,6.0,2018
"Dresden, Stadt",Fachgymnasien,10.0,1825.0,1061.0,73.0,2018
"Bautzen, Landkreis",Fachgymnasien,5.0,640.0,397.0,9.0,2018
"Görlitz, Landkreis",Fachgymnasien,2.0,451.0,248.0,9.0,2018
"Meißen, Landkreis",Fachgymnasien,4.0,587.0,316.0,13.0,2018
"Sächsische Schweiz-Osterzgebirge, Landkreis",Fachgymnasien,4.0,506.0,210.0,10.0,2018
"Leipzig, Stadt",Fachgymnasien,3.0,710.0,357.0,58.0,2018
"Leipzig, Landkreis",Fachgymnasien,3.0,495.0,249.0,8.0,2018
"Nordsachsen, Landkreis",Fachgymnasien,3.0,433.0,271.0,13.0,2018
"Dessau-Roßlau, kreisfreie Stadt",Fachgymnasien,1.0,264.0,132.0,6.0,2018
"Halle (Saale), kreisfreie Stadt",Fachgymnasien,1.0,285.0,153.0,15.0,2018
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,1.0,288.0,132.0,15.0,2018
Burgenlandkreis,Fachgymnasien,1.0,204.0,96.0,6.0,2018
"Harz, Landkreis",Fachgymnasien,1.0,207.0,123.0,3.0,2018
"Jerichower Land, Landkreis",Fachgymnasien,1.0,147.0,78.0,3.0,2018
"Mansfeld-Südharz, Landkreis",Fachgymnasien,1.0,144.0,72.0,3.0,2018
Salzlandkreis,Fachgymnasien,1.0,144.0,90.0,3.0,2018
"Stendal, Landkreis",Fachgymnasien,1.0,267.0,162.0,6.0,2018
"Erfurt, kreisfreie Stadt",Fachgymnasien,3.0,571.0,335.0,26.0,2018
"Gera, kreisfreie Stadt",Fachgymnasien,1.0,68.0,38.0,9.0,2018
"Jena, kreisfreie Stadt",Fachgymnasien,3.0,173.0,92.0,14.0,2018
"Weimar, kreisfreie Stadt",Fachgymnasien,1.0,173.0,109.0,6.0,2018
"Eisenach, kreisfreie Stadt",Fachgymnasien,1.0,195.0,119.0,11.0,2018
"Nordhausen, Kreis",Fachgymnasien,1.0,193.0,105.0,10.0,2018
Unstrut-Hainich-Kreis,Fachgymnasien,1.0,146.0,84.0,8.0,2018
Kyffhäuserkreis,Fachgymnasien,1.0,103.0,58.0,2.0,2018
"Schmalkalden-Meiningen, Kreis",Fachgymnasien,2.0,406.0,231.0,1.0,2018
"Hildburghausen, Kreis",Fachgymnasien,2.0,247.0,127.0,8.0,2018
Ilm-Kreis,Fachgymnasien,1.0,113.0,66.0,4.0,2018
"Weimarer Land, Kreis",Fachgymnasien,1.0,104.0,48.0,1.0,2018
"Sonneberg, Kreis",Fachgymnasien,1.0,191.0,110.0,4.0,2018
"Saalfeld-Rudolstadt, Kreis",Fachgymnasien,1.0,132.0,89.0,4.0,2018
"Greiz, Kreis",Fachgymnasien,1.0,172.0,106.0,1.0,2018
"Altenburger Land, Kreis",Fachgymnasien,1.0,17.0,5.0,4.0,2018
"Flensburg, kreisfreie Stadt",Fachgymnasien,3.0,594.0,357.0,24.0,2019
"Kiel, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,6.0,1320.0,711.0,57.0,2019
"Lübeck, Hansestadt, kreisfreie Stadt",Fachgymnasien,3.0,738.0,408.0,42.0,2019
"Neumünster, kreisfreie Stadt",Fachgymnasien,3.0,405.0,210.0,12.0,2019
"Nordfriesland, Landkreis",Fachgymnasien,3.0,624.0,372.0,12.0,2019
"Ostholstein, Landkreis",Fachgymnasien,3.0,708.0,408.0,21.0,2019
"Rendsburg-Eckernförde, Landkreis",Fachgymnasien,3.0,435.0,246.0,9.0,2019
"Segeberg, Landkreis",Fachgymnasien,3.0,714.0,393.0,27.0,2019
"Stormarn, Landkreis",Fachgymnasien,3.0,453.0,231.0,33.0,2019
Hamburg,Fachgymnasien,7.0,1079.0,504.0,157.0,2019
"Braunschweig, kreisfreie Stadt",Fachgymnasien,3.0,544.0,253.0,16.0,2019
"Salzgitter, kreisfreie Stadt",Fachgymnasien,2.0,300.0,175.0,31.0,2019
"Wolfsburg, kreisfreie Stadt",Fachgymnasien,2.0,199.0,94.0,6.0,2019
"Gifhorn, Landkreis",Fachgymnasien,1.0,228.0,122.0,20.0,2019
"Goslar, Landkreis",Fachgymnasien,2.0,378.0,202.0,21.0,2019
"Northeim, Landkreis",Fachgymnasien,2.0,431.0,214.0,15.0,2019
"Peine, Landkreis",Fachgymnasien,1.0,153.0,73.0,6.0,2019
"Göttingen, Landkreis",Fachgymnasien,4.0,787.0,450.0,37.0,2019
"Region Hannover, Landkreis",Fachgymnasien,8.0,1437.0,687.0,110.0,2019
"Hannover, Landeshauptstadt",Fachgymnasien,5.0,806.0,404.0,63.0,2019
"Diepholz, Landkreis",Fachgymnasien,2.0,556.0,284.0,19.0,2019
"Hameln-Pyrmont, Landkreis",Fachgymnasien,3.0,564.0,329.0,23.0,2019
"Hildesheim, Landkreis",Fachgymnasien,5.0,817.0,402.0,26.0,2019
"Holzminden, Landkreis",Fachgymnasien,1.0,165.0,94.0,4.0,2019
"Nienburg (Weser), Landkreis",Fachgymnasien,1.0,307.0,181.0,11.0,2019
"Schaumburg, Landkreis",Fachgymnasien,2.0,304.0,140.0,14.0,2019
"Celle, Landkreis",Fachgymnasien,3.0,532.0,276.0,16.0,2019
"Cuxhaven, Landkreis",Fachgymnasien,2.0,478.0,254.0,24.0,2019
"Harburg, Landkreis",Fachgymnasien,2.0,537.0,291.0,18.0,2019
"Lüchow-Dannenberg, Landkreis",Fachgymnasien,1.0,157.0,94.0,12.0,2019
"Lüneburg, Landkreis",Fachgymnasien,3.0,535.0,266.0,19.0,2019
"Osterholz, Landkreis",Fachgymnasien,1.0,230.0,130.0,9.0,2019
"Rotenburg (Wümme), Landkreis",Fachgymnasien,3.0,945.0,540.0,21.0,2019
"Heidekreis, Landkreis",Fachgymnasien,2.0,361.0,194.0,10.0,2019
"Stade, Landkreis",Fachgymnasien,3.0,524.0,270.0,18.0,2019
"Verden, Landkreis",Fachgymnasien,1.0,345.0,186.0,12.0,2019
"Delmenhorst, kreisfreie Stadt",Fachgymnasien,2.0,382.0,193.0,18.0,2019
"Emden, kreisfreie Stadt",Fachgymnasien,2.0,275.0,141.0,13.0,2019
"Oldenburg (Oldenburg), kreisfreie Stadt",Fachgymnasien,3.0,730.0,340.0,12.0,2019
"Osnabrück, kreisfreie Stadt",Fachgymnasien,3.0,615.0,272.0,21.0,2019
"Wilhelmshaven, kreisfreie Stadt",Fachgymnasien,1.0,158.0,81.0,10.0,2019
"Ammerland, Landkreis",Fachgymnasien,1.0,182.0,94.0,2.0,2019
"Aurich, Landkreis",Fachgymnasien,3.0,681.0,402.0,16.0,2019
"Cloppenburg, Landkreis",Fachgymnasien,3.0,1015.0,557.0,37.0,2019
"Emsland, Landkreis",Fachgymnasien,5.0,1103.0,644.0,37.0,2019
"Friesland, Landkreis",Fachgymnasien,2.0,422.0,238.0,6.0,2019
"Grafschaft Bentheim, Landkreis",Fachgymnasien,3.0,453.0,247.0,43.0,2019
"Leer, Landkreis",Fachgymnasien,2.0,575.0,314.0,17.0,2019
"Oldenburg, Landkreis",Fachgymnasien,1.0,275.0,150.0,6.0,2019
"Vechta, Landkreis",Fachgymnasien,3.0,516.0,283.0,28.0,2019
"Wesermarsch, Landkreis",Fachgymnasien,1.0,176.0,102.0,5.0,2019
"Bremen, kreisfreie Stadt",Fachgymnasien,6.0,718.0,374.0,48.0,2019
"Bremerhaven, kreisfreie Stadt",Fachgymnasien,3.0,190.0,89.0,5.0,2019
"Düsseldorf, kreisfreie Stadt",Fachgymnasien,9.0,1810.0,1005.0,155.0,2019
"Duisburg, kreisfreie Stadt",Fachgymnasien,5.0,555.0,300.0,75.0,2019
"Essen, kreisfreie Stadt",Fachgymnasien,8.0,980.0,515.0,90.0,2019
"Krefeld, kreisfreie Stadt",Fachgymnasien,3.0,815.0,445.0,50.0,2019
"Mönchengladbach, kreisfreie Stadt",Fachgymnasien,4.0,405.0,220.0,50.0,2019
"Mülheim an der Ruhr, kreisfreie Stadt",Fachgymnasien,1.0,95.0,40.0,10.0,2019
"Oberhausen, kreisfreie Stadt",Fachgymnasien,2.0,85.0,50.0,10.0,2019
"Remscheid, kreisfreie Stadt",Fachgymnasien,3.0,245.0,120.0,20.0,2019
"Solingen, kreisfreie Stadt",Fachgymnasien,3.0,180.0,75.0,15.0,2019
"Wuppertal, kreisfreie Stadt",Fachgymnasien,4.0,355.0,165.0,55.0,2019
"Kleve, Kreis",Fachgymnasien,3.0,850.0,490.0,35.0,2019
"Mettmann, Kreis",Fachgymnasien,4.0,715.0,395.0,45.0,2019
Rhein-Kreis Neuss,Fachgymnasien,4.0,505.0,295.0,40.0,2019
"Viersen, Kreis",Fachgymnasien,2.0,390.0,220.0,15.0,2019
"Wesel, Kreis",Fachgymnasien,4.0,955.0,515.0,55.0,2019
"Bonn, kreisfreie Stadt",Fachgymnasien,4.0,555.0,290.0,35.0,2019
"Köln, kreisfreie Stadt",Fachgymnasien,12.0,1705.0,995.0,205.0,2019
"Leverkusen, kreisfreie Stadt",Fachgymnasien,3.0,515.0,270.0,40.0,2019
Städteregion Aachen (einschl. Stadt Aachen),Fachgymnasien,7.0,700.0,365.0,65.0,2019
"Aachen, krfr. Stadt",Fachgymnasien,4.0,445.0,255.0,40.0,2019
"Düren, Kreis",Fachgymnasien,4.0,405.0,200.0,15.0,2019
Rhein-Erft-Kreis,Fachgymnasien,5.0,715.0,355.0,45.0,2019
"Euskirchen, Kreis",Fachgymnasien,2.0,265.0,185.0,10.0,2019
"Heinsberg, Kreis",Fachgymnasien,3.0,315.0,180.0,15.0,2019
Oberbergischer Kreis,Fachgymnasien,3.0,300.0,175.0,15.0,2019
Rheinisch-Bergischer Kreis,Fachgymnasien,2.0,235.0,140.0,10.0,2019
Rhein-Sieg-Kreis,Fachgymnasien,5.0,695.0,395.0,30.0,2019
"Bottrop, kreisfreie Stadt",Fachgymnasien,1.0,245.0,125.0,15.0,2019
"Gelsenkirchen, kreisfreie Stadt",Fachgymnasien,3.0,370.0,200.0,40.0,2019
"Münster, kreisfreie Stadt",Fachgymnasien,5.0,990.0,580.0,55.0,2019
"Borken, Kreis",Fachgymnasien,8.0,1430.0,870.0,45.0,2019
"Coesfeld, Kreis",Fachgymnasien,4.0,740.0,450.0,20.0,2019
"Recklinghausen, Kreis",Fachgymnasien,10.0,1870.0,1065.0,75.0,2019
"Steinfurt, Kreis",Fachgymnasien,8.0,2240.0,1255.0,55.0,2019
"Warendorf, Kreis",Fachgymnasien,4.0,605.0,325.0,35.0,2019
"Bielefeld, kreisfreie Stadt",Fachgymnasien,5.0,630.0,410.0,45.0,2019
"Gütersloh, Kreis",Fachgymnasien,5.0,690.0,390.0,40.0,2019
"Herford, Kreis",Fachgymnasien,6.0,740.0,405.0,30.0,2019
"Höxter, Kreis",Fachgymnasien,3.0,425.0,240.0,5.0,2019
"Lippe, Kreis",Fachgymnasien,6.0,870.0,505.0,35.0,2019
"Minden-Lübbecke, Kreis",Fachgymnasien,3.0,630.0,400.0,35.0,2019
"Paderborn, Kreis",Fachgymnasien,5.0,615.0,325.0,20.0,2019
"Bochum, kreisfreie Stadt",Fachgymnasien,3.0,495.0,280.0,40.0,2019
"Dortmund, kreisfreie Stadt",Fachgymnasien,9.0,1045.0,545.0,125.0,2019
"Hagen, kreisfreie Stadt",Fachgymnasien,3.0,340.0,205.0,30.0,2019
"Hamm, kreisfreie Stadt",Fachgymnasien,4.0,520.0,325.0,15.0,2019
"Herne, kreisfreie Stadt",Fachgymnasien,2.0,185.0,110.0,30.0,2019
Ennepe-Ruhr-Kreis,Fachgymnasien,2.0,365.0,180.0,45.0,2019
Hochsauerlandkreis,Fachgymnasien,6.0,770.0,500.0,35.0,2019
Märkischer Kreis,Fachgymnasien,6.0,810.0,480.0,35.0,2019
"Olpe, Kreis",Fachgymnasien,1.0,155.0,100.0,10.0,2019
"Siegen-Wittgenstein, Kreis",Fachgymnasien,3.0,440.0,225.0,20.0,2019
"Soest, Kreis",Fachgymnasien,7.0,720.0,425.0,30.0,2019
"Unna, Kreis",Fachgymnasien,5.0,595.0,295.0,20.0,2019
"Darmstadt, kreisfreie Stadt",Fachgymnasien,2.0,440.0,219.0,38.0,2019
"Frankfurt am Main, kreisfreie Stadt",Fachgymnasien,4.0,571.0,267.0,97.0,2019
"Offenbach am Main, kreisfreie Stadt",Fachgymnasien,2.0,393.0,161.0,133.0,2019
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,780.0,371.0,62.0,2019
"Bergstraße, Landkreis",Fachgymnasien,1.0,692.0,373.0,42.0,2019
"Darmstadt-Dieburg, Landkreis",Fachgymnasien,1.0,327.0,156.0,25.0,2019
"Groß-Gerau, Landkreis",Fachgymnasien,2.0,515.0,242.0,58.0,2019
Hochtaunuskreis,Fachgymnasien,4.0,585.0,294.0,45.0,2019
Main-Kinzig-Kreis,Fachgymnasien,4.0,1697.0,888.0,110.0,2019
Main-Taunus-Kreis,Fachgymnasien,1.0,526.0,218.0,33.0,2019
Odenwaldkreis,Fachgymnasien,1.0,212.0,108.0,9.0,2019
"Offenbach, Landkreis",Fachgymnasien,3.0,990.0,528.0,101.0,2019
Wetteraukreis,Fachgymnasien,1.0,181.0,57.0,11.0,2019
"Gießen, Landkreis",Fachgymnasien,3.0,426.0,246.0,31.0,2019
Lahn-Dill-Kreis,Fachgymnasien,3.0,841.0,442.0,27.0,2019
"Limburg-Weilburg, Landkreis",Fachgymnasien,3.0,1117.0,631.0,62.0,2019
"Marburg-Biedenkopf, Landkreis",Fachgymnasien,3.0,479.0,260.0,20.0,2019
Vogelsbergkreis,Fachgymnasien,2.0,254.0,138.0,14.0,2019
"Kassel, kreisfreie Stadt",Fachgymnasien,3.0,1156.0,622.0,118.0,2019
"Fulda, Landkreis",Fachgymnasien,5.0,612.0,325.0,23.0,2019
"Hersfeld-Rotenburg, Landkreis",Fachgymnasien,1.0,198.0,94.0,9.0,2019
"Waldeck-Frankenberg, Landkreis",Fachgymnasien,1.0,273.0,150.0,15.0,2019
Werra-Meißner-Kreis,Fachgymnasien,2.0,464.0,244.0,16.0,2019
"Koblenz, kreisfreie Stadt",Fachgymnasien,3.0,1003.0,531.0,80.0,2019
"Ahrweiler, Landkreis",Fachgymnasien,1.0,179.0,59.0,14.0,2019
"Altenkirchen (Westerwald), Landkreis",Fachgymnasien,2.0,232.0,109.0,16.0,2019
"Bad Kreuznach, Landkreis",Fachgymnasien,2.0,331.0,148.0,33.0,2019
"Birkenfeld, Landkreis",Fachgymnasien,1.0,228.0,94.0,11.0,2019
"Mayen-Koblenz, Landkreis",Fachgymnasien,2.0,308.0,161.0,12.0,2019
"Neuwied, Landkreis",Fachgymnasien,2.0,451.0,244.0,32.0,2019
Rhein-Hunsrück-Kreis,Fachgymnasien,1.0,167.0,80.0,4.0,2019
Rhein-Lahn-Kreis,Fachgymnasien,1.0,243.0,97.0,7.0,2019
Westerwaldkreis,Fachgymnasien,2.0,624.0,353.0,23.0,2019
"Trier, kreisfreie Stadt",Fachgymnasien,4.0,854.0,481.0,47.0,2019
"Bernkastel-Wittlich, Landkreis",Fachgymnasien,1.0,159.0,52.0,12.0,2019
Eifelkreis Bitburg-Prüm,Fachgymnasien,1.0,125.0,108.0,4.0,2019
"Vulkaneifel, Landkreis",Fachgymnasien,1.0,124.0,27.0,3.0,2019
